CODE;VALUES;CLASS;NAME;DESCRIPTION;UPDATED
ALUENIMI_FI;Ahvenanmaa;character;Alueen nimi suomeksi;Koko Suomi tai sairaanhoitopiirin nimi. SHP-nimet Tilastokeskuksen koodiston mukaiset SHP-tieto perustuu lääkkeen ostajan asuinkuntaan, joka vuoden 2019 osalta perustuu vuoden lopun tietoon ja vuoden 2020 osalta uusimpaan saatavilla olevaan tietoon.;2021-06-23 07:23:18
ALUENIMI_FI;Helsingin ja Uudenmaan SHP;character;Alueen nimi suomeksi;Koko Suomi tai sairaanhoitopiirin nimi. SHP-nimet Tilastokeskuksen koodiston mukaiset SHP-tieto perustuu lääkkeen ostajan asuinkuntaan, joka vuoden 2019 osalta perustuu vuoden lopun tietoon ja vuoden 2020 osalta uusimpaan saatavilla olevaan tietoon.;2021-06-23 07:23:18
VAR_KUSTANNUS;NA;numeric;Kustannus (€);Apteekkien välityksellä korvattujen, tarkastelujakson aikana ostettujen lääkkeiden kustannukset. Kustannuksella tarkoitetaan lääkkeen hinnasta ja apteekin toimitusmaksusta koostuvaa summaa, josta ei ole vielä vähennetty sairausvakuutuskorvausta;2021-06-23 07:23:18
VIIKKO;NA;numeric;Viikko;Vuoden viikko;2021-06-23 07:23:18
ALUENIMI_SV;Whole Finland;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Egentliga Finlands SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Satakunta SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Centrala Tavastlands SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Birkalands SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Päijät-Häme SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Kymmenedalens SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Södra Karelens SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Södra Savolax SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Östra Savolax SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Norra Karelens SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Norra Savolax SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Mellersta Finlands SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Syd-Österbottens SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Vasa SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Mellersta Österbottens SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Norra Österbottens SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Kajanalands SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Länsi-Pohja SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Lapplands SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Åland;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_SV;Helsingfors och Nylands SVD;character;Region name in Swedish;Region name in Swedish;2021-06-23 07:23:18
ALUENIMI_EN;Hela Finland;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Southwest Finland Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Satakunta Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Kanta-Häme Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Pirkanmaa Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Päijät-Häme Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Kymenlaakso Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;South Karelia Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;South Savo Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Itä-Savo Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;North Karelia Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;North Savo Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Central Finland Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;South Ostrobothnia Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Vaasa Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Central Ostrobothnia Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;North Ostrobothnia Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Kainuu Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Länsi-Pohja Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Lappi Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Åland;character;Region name in English;Region name in English;2021-06-23 07:23:18
ALUENIMI_EN;Helsinki and Uusimaa Hospital District;character;Region name in English;Region name in English;2021-06-23 07:23:18
ATC_KOODI;NA;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;H;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;J;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;L;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;M;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;N;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;P;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;R;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;S;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;V;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A04;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A05;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A06;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A07;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A09;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A10;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A11;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A12;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A16;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B05;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C07;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C08;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C09;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C10;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D05;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D06;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D07;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D09;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D10;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D11;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G04;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;H01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;H02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;H03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;H04;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;H05;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;J01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;J02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;J04;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;J05;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;J06;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;L01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;L02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;L03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;L04;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;M01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;M02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;M03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;M04;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;M05;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;N02;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;N03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;N04;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;N05;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;N06;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;N07;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;P01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;R01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;R03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;R06;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;S01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;V01;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;V03;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A02B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A03F;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A04A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A05A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A06A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A07A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A07E;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A09A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A10A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A10B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A11C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A12A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;A16A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B01A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B02A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B02B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B03B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B03X;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;B05D;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C01A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C01B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C01C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C01D;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C02A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C02K;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C03B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C03C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C03D;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C03E;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C07A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C07B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C07F;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C08C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C08D;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C09A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C09B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C09C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C09D;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C10A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;C10B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D01A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D01B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D02A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D05A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D05B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D06B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D07A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D07B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D07X;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D09A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D10A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D10B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;D11A;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G02B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G02C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G03B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G03C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G03D;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G03F;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G03G;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G03H;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G04B;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
ATC_KOODI;G04C;character;ATC-luokan koodi;ATC-luokan koodi;2021-06-23 07:23:18
