"VUOSI";"VIIKKO";"VAR_KUSTANNUS";"VAR_N_OSTOT";"VAR_N_HENKILOT";"ATC_KOODI";"ATC_SELITE_FI";"ATC_SELITE_SV";"ATC_SELITE_EN";"ALUEKOODI";"ATC_TASO";"ALUENIMI_FI";"ALUENIMI_SV";"ALUENIMI_EN";"UPDATED"
"2023";"1";"1184610,99";"45141";"42254";"G";"(G) Sukupuoli- ja virtsaelinten sairauksien lääkkeet, sukupuolihormonit";"(G) Urin- och könsorgan samt könshormoner";"(G) Genito urinary system and sex hormones";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"608413,19";"35435";"31509";"H";"(H) Systeemisesti käytettävät hormonivalmisteet, lukuun ottamatta sukupuolihormoneja ja insuliineja";"(H) Hormoner för systemiskt bruk, exkl. Könshormoner och insuliner";"(H) Systemic hormonal preparations, excl. Sex hormones and insulins";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"1050660,35";"43308";"41395";"J";"(J) Systeemisesti vaikuttavat infektiolääkkeet";"(J) Systemiskt verkande medel mot infektioner";"(J) Antiinfectives for systemic use";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"7121604,63";"12281";"11578";"L";"(L) Syöpälääkkeet ja immuunivasteen muuntajat";"(L) Tumörer och rubbningar i immunsystemet";"(L) Antineoplastic and immunomodulating agents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"942150,85";"50587";"47721";"M";"(M) Tuki- ja liikuntaelinten sairauksien lääkkeet";"(M) Stöd- och rörelseapparaten";"(M) Musculo-skeletal system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"5103986,25";"242444";"165848";"N";"(N) Hermostoon vaikuttavat lääkkeet";"(N) Nervsystemet";"(N) Nervous system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"50936,14";"2624";"2620";"P";"(P) Loisten ja hyönteisten häätöön tarkoitetut valmisteet";"(P) Antiparasitära, insektsdödande och repellerande medel";"(P) Antiparasitic products, insecticides and repellents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"2391099,42";"75158";"62410";"R";"(R) Hengityselinten sairauksien lääkkeet";"(R) Andningsorganen";"(R) Respiratory system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"585182,02";"15165";"13247";"S";"(S) Silmä- ja korvatautien lääkkeet";"(S) Ögon och öron";"(S) Sensory organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"1";"66424,77";"333";"303";"V";"(V) Muut";"(V) Varia";"(V) Various";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"6190025,70";"142941";"115658";"A";"(A) Ruuansulatuselinten sairauksien ja aineenvaihduntasairauksien lääkkeet";"(A) Matsmältningsorgan och ämnesomsättning";"(A) Alimentary tract and metabolism";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"5000051,60";"42764";"42173";"B";"(B) Veritautien lääkkeet";"(B) Blod och blodbildande organ";"(B) Blood and blood forming organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"3242324,05";"326602";"205581";"C";"(C) Sydän- ja verisuonisairauksien lääkkeet";"(C) Hjärta och kretslopp";"(C) Cardiovascular system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"659474,69";"19048";"17411";"D";"(D) Ihotautilääkkeet";"(D) Hud";"(D) Dermatologicals";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"1395830,26";"53069";"49705";"G";"(G) Sukupuoli- ja virtsaelinten sairauksien lääkkeet, sukupuolihormonit";"(G) Urin- och könsorgan samt könshormoner";"(G) Genito urinary system and sex hormones";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"816029,56";"40967";"36417";"H";"(H) Systeemisesti käytettävät hormonivalmisteet, lukuun ottamatta sukupuolihormoneja ja insuliineja";"(H) Hormoner för systemiskt bruk, exkl. Könshormoner och insuliner";"(H) Systemic hormonal preparations, excl. Sex hormones and insulins";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"1188863,33";"43344";"41544";"J";"(J) Systeemisesti vaikuttavat infektiolääkkeet";"(J) Systemiskt verkande medel mot infektioner";"(J) Antiinfectives for systemic use";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"9729156,86";"15197";"14236";"L";"(L) Syöpälääkkeet ja immuunivasteen muuntajat";"(L) Tumörer och rubbningar i immunsystemet";"(L) Antineoplastic and immunomodulating agents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"1186900,54";"60704";"56918";"M";"(M) Tuki- ja liikuntaelinten sairauksien lääkkeet";"(M) Stöd- och rörelseapparaten";"(M) Musculo-skeletal system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"6177633,73";"285741";"194443";"N";"(N) Hermostoon vaikuttavat lääkkeet";"(N) Nervsystemet";"(N) Nervous system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"61431,31";"3110";"3103";"P";"(P) Loisten ja hyönteisten häätöön tarkoitetut valmisteet";"(P) Antiparasitära, insektsdödande och repellerande medel";"(P) Antiparasitic products, insecticides and repellents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"2788581,46";"81464";"67704";"R";"(R) Hengityselinten sairauksien lääkkeet";"(R) Andningsorganen";"(R) Respiratory system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"731157,26";"18955";"16486";"S";"(S) Silmä- ja korvatautien lääkkeet";"(S) Ögon och öron";"(S) Sensory organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"2";"77557,84";"400";"374";"V";"(V) Muut";"(V) Varia";"(V) Various";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"5346061,70";"136314";"110011";"A";"(A) Ruuansulatuselinten sairauksien ja aineenvaihduntasairauksien lääkkeet";"(A) Matsmältningsorgan och ämnesomsättning";"(A) Alimentary tract and metabolism";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"4914783,70";"41790";"41178";"B";"(B) Veritautien lääkkeet";"(B) Blod och blodbildande organ";"(B) Blood and blood forming organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"3122973,74";"322913";"202141";"C";"(C) Sydän- ja verisuonisairauksien lääkkeet";"(C) Hjärta och kretslopp";"(C) Cardiovascular system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"611398,53";"17961";"16379";"D";"(D) Ihotautilääkkeet";"(D) Hud";"(D) Dermatologicals";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"1355916,38";"51736";"48378";"G";"(G) Sukupuoli- ja virtsaelinten sairauksien lääkkeet, sukupuolihormonit";"(G) Urin- och könsorgan samt könshormoner";"(G) Genito urinary system and sex hormones";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"773297,24";"39978";"35429";"H";"(H) Systeemisesti käytettävät hormonivalmisteet, lukuun ottamatta sukupuolihormoneja ja insuliineja";"(H) Hormoner för systemiskt bruk, exkl. Könshormoner och insuliner";"(H) Systemic hormonal preparations, excl. Sex hormones and insulins";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"1219988,07";"38877";"37228";"J";"(J) Systeemisesti vaikuttavat infektiolääkkeet";"(J) Systemiskt verkande medel mot infektioner";"(J) Antiinfectives for systemic use";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"9340882,05";"15077";"14257";"L";"(L) Syöpälääkkeet ja immuunivasteen muuntajat";"(L) Tumörer och rubbningar i immunsystemet";"(L) Antineoplastic and immunomodulating agents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"1070614,35";"58671";"55011";"M";"(M) Tuki- ja liikuntaelinten sairauksien lääkkeet";"(M) Stöd- och rörelseapparaten";"(M) Musculo-skeletal system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"5860843,50";"278633";"189249";"N";"(N) Hermostoon vaikuttavat lääkkeet";"(N) Nervsystemet";"(N) Nervous system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"60517,69";"3120";"3111";"P";"(P) Loisten ja hyönteisten häätöön tarkoitetut valmisteet";"(P) Antiparasitära, insektsdödande och repellerande medel";"(P) Antiparasitic products, insecticides and repellents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"2590766,73";"75526";"63175";"R";"(R) Hengityselinten sairauksien lääkkeet";"(R) Andningsorganen";"(R) Respiratory system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"713126,48";"18552";"16142";"S";"(S) Silmä- ja korvatautien lääkkeet";"(S) Ögon och öron";"(S) Sensory organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"3";"78483,63";"387";"361";"V";"(V) Muut";"(V) Varia";"(V) Various";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"5488994,40";"134685";"108618";"A";"(A) Ruuansulatuselinten sairauksien ja aineenvaihduntasairauksien lääkkeet";"(A) Matsmältningsorgan och ämnesomsättning";"(A) Alimentary tract and metabolism";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"4816564,17";"42015";"41389";"B";"(B) Veritautien lääkkeet";"(B) Blod och blodbildande organ";"(B) Blood and blood forming organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"3257536,93";"321978";"201730";"C";"(C) Sydän- ja verisuonisairauksien lääkkeet";"(C) Hjärta och kretslopp";"(C) Cardiovascular system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"616062,98";"17506";"15991";"D";"(D) Ihotautilääkkeet";"(D) Hud";"(D) Dermatologicals";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"1331963,71";"50981";"47751";"G";"(G) Sukupuoli- ja virtsaelinten sairauksien lääkkeet, sukupuolihormonit";"(G) Urin- och könsorgan samt könshormoner";"(G) Genito urinary system and sex hormones";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"755643,77";"39504";"35019";"H";"(H) Systeemisesti käytettävät hormonivalmisteet, lukuun ottamatta sukupuolihormoneja ja insuliineja";"(H) Hormoner för systemiskt bruk, exkl. Könshormoner och insuliner";"(H) Systemic hormonal preparations, excl. Sex hormones and insulins";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"1122329,93";"37621";"35937";"J";"(J) Systeemisesti vaikuttavat infektiolääkkeet";"(J) Systemiskt verkande medel mot infektioner";"(J) Antiinfectives for systemic use";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"9545266,88";"15006";"14094";"L";"(L) Syöpälääkkeet ja immuunivasteen muuntajat";"(L) Tumörer och rubbningar i immunsystemet";"(L) Antineoplastic and immunomodulating agents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"1004993,49";"57612";"54023";"M";"(M) Tuki- ja liikuntaelinten sairauksien lääkkeet";"(M) Stöd- och rörelseapparaten";"(M) Musculo-skeletal system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"5910744,10";"276312";"187353";"N";"(N) Hermostoon vaikuttavat lääkkeet";"(N) Nervsystemet";"(N) Nervous system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"59026,37";"3020";"3012";"P";"(P) Loisten ja hyönteisten häätöön tarkoitetut valmisteet";"(P) Antiparasitära, insektsdödande och repellerande medel";"(P) Antiparasitic products, insecticides and repellents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"2628202,01";"73765";"61601";"R";"(R) Hengityselinten sairauksien lääkkeet";"(R) Andningsorganen";"(R) Respiratory system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"737803,76";"19075";"16450";"S";"(S) Silmä- ja korvatautien lääkkeet";"(S) Ögon och öron";"(S) Sensory organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"4";"192472,21";"386";"362";"V";"(V) Muut";"(V) Varia";"(V) Various";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"6564142,39";"151069";"121708";"A";"(A) Ruuansulatuselinten sairauksien ja aineenvaihduntasairauksien lääkkeet";"(A) Matsmältningsorgan och ämnesomsättning";"(A) Alimentary tract and metabolism";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"5066092,14";"45928";"45220";"B";"(B) Veritautien lääkkeet";"(B) Blod och blodbildande organ";"(B) Blood and blood forming organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"3749132,45";"353854";"223702";"C";"(C) Sydän- ja verisuonisairauksien lääkkeet";"(C) Hjärta och kretslopp";"(C) Cardiovascular system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"662689,93";"18632";"17011";"D";"(D) Ihotautilääkkeet";"(D) Hud";"(D) Dermatologicals";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"1523280,82";"57117";"53460";"G";"(G) Sukupuoli- ja virtsaelinten sairauksien lääkkeet, sukupuolihormonit";"(G) Urin- och könsorgan samt könshormoner";"(G) Genito urinary system and sex hormones";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"783113,91";"41775";"37165";"H";"(H) Systeemisesti käytettävät hormonivalmisteet, lukuun ottamatta sukupuolihormoneja ja insuliineja";"(H) Hormoner för systemiskt bruk, exkl. Könshormoner och insuliner";"(H) Systemic hormonal preparations, excl. Sex hormones and insulins";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"1277274,35";"38709";"37008";"J";"(J) Systeemisesti vaikuttavat infektiolääkkeet";"(J) Systemiskt verkande medel mot infektioner";"(J) Antiinfectives for systemic use";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"10552400,53";"17167";"16147";"L";"(L) Syöpälääkkeet ja immuunivasteen muuntajat";"(L) Tumörer och rubbningar i immunsystemet";"(L) Antineoplastic and immunomodulating agents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"1188955,29";"62275";"58396";"M";"(M) Tuki- ja liikuntaelinten sairauksien lääkkeet";"(M) Stöd- och rörelseapparaten";"(M) Musculo-skeletal system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"6551028,39";"291963";"199816";"N";"(N) Hermostoon vaikuttavat lääkkeet";"(N) Nervsystemet";"(N) Nervous system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"68914,05";"3368";"3360";"P";"(P) Loisten ja hyönteisten häätöön tarkoitetut valmisteet";"(P) Antiparasitära, insektsdödande och repellerande medel";"(P) Antiparasitic products, insecticides and repellents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"3006507,54";"84014";"69497";"R";"(R) Hengityselinten sairauksien lääkkeet";"(R) Andningsorganen";"(R) Respiratory system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"823789,16";"21229";"18411";"S";"(S) Silmä- ja korvatautien lääkkeet";"(S) Ögon och öron";"(S) Sensory organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"5";"87071,30";"452";"421";"V";"(V) Muut";"(V) Varia";"(V) Various";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"7075396,89";"151454";"121580";"A";"(A) Ruuansulatuselinten sairauksien ja aineenvaihduntasairauksien lääkkeet";"(A) Matsmältningsorgan och ämnesomsättning";"(A) Alimentary tract and metabolism";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"5190049,51";"45177";"44581";"B";"(B) Veritautien lääkkeet";"(B) Blod och blodbildande organ";"(B) Blood and blood forming organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"3433840,92";"339590";"212293";"C";"(C) Sydän- ja verisuonisairauksien lääkkeet";"(C) Hjärta och kretslopp";"(C) Cardiovascular system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"664303,86";"17579";"16166";"D";"(D) Ihotautilääkkeet";"(D) Hud";"(D) Dermatologicals";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"1438156,05";"53893";"50241";"G";"(G) Sukupuoli- ja virtsaelinten sairauksien lääkkeet, sukupuolihormonit";"(G) Urin- och könsorgan samt könshormoner";"(G) Genito urinary system and sex hormones";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"849528,94";"40728";"36115";"H";"(H) Systeemisesti käytettävät hormonivalmisteet, lukuun ottamatta sukupuolihormoneja ja insuliineja";"(H) Hormoner för systemiskt bruk, exkl. Könshormoner och insuliner";"(H) Systemic hormonal preparations, excl. Sex hormones and insulins";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"1099563,49";"38225";"36514";"J";"(J) Systeemisesti vaikuttavat infektiolääkkeet";"(J) Systemiskt verkande medel mot infektioner";"(J) Antiinfectives for systemic use";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"10329381,31";"16202";"15153";"L";"(L) Syöpälääkkeet ja immuunivasteen muuntajat";"(L) Tumörer och rubbningar i immunsystemet";"(L) Antineoplastic and immunomodulating agents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"1126770,33";"58627";"55004";"M";"(M) Tuki- ja liikuntaelinten sairauksien lääkkeet";"(M) Stöd- och rörelseapparaten";"(M) Musculo-skeletal system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"6375514,84";"287350";"194443";"N";"(N) Hermostoon vaikuttavat lääkkeet";"(N) Nervsystemet";"(N) Nervous system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"64467,10";"3224";"3213";"P";"(P) Loisten ja hyönteisten häätöön tarkoitetut valmisteet";"(P) Antiparasitära, insektsdödande och repellerande medel";"(P) Antiparasitic products, insecticides and repellents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"2743463,94";"79385";"65899";"R";"(R) Hengityselinten sairauksien lääkkeet";"(R) Andningsorganen";"(R) Respiratory system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"771033,78";"19621";"17073";"S";"(S) Silmä- ja korvatautien lääkkeet";"(S) Ögon och öron";"(S) Sensory organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"6";"81920,87";"411";"383";"V";"(V) Muut";"(V) Varia";"(V) Various";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"6156194,90";"142253";"114189";"A";"(A) Ruuansulatuselinten sairauksien ja aineenvaihduntasairauksien lääkkeet";"(A) Matsmältningsorgan och ämnesomsättning";"(A) Alimentary tract and metabolism";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"5385953,74";"44973";"44261";"B";"(B) Veritautien lääkkeet";"(B) Blod och blodbildande organ";"(B) Blood and blood forming organs";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"3526299,78";"340364";"214356";"C";"(C) Sydän- ja verisuonisairauksien lääkkeet";"(C) Hjärta och kretslopp";"(C) Cardiovascular system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"652095,51";"17831";"16377";"D";"(D) Ihotautilääkkeet";"(D) Hud";"(D) Dermatologicals";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"1499637,63";"55553";"51958";"G";"(G) Sukupuoli- ja virtsaelinten sairauksien lääkkeet, sukupuolihormonit";"(G) Urin- och könsorgan samt könshormoner";"(G) Genito urinary system and sex hormones";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"861898,45";"41459";"36705";"H";"(H) Systeemisesti käytettävät hormonivalmisteet, lukuun ottamatta sukupuolihormoneja ja insuliineja";"(H) Hormoner för systemiskt bruk, exkl. Könshormoner och insuliner";"(H) Systemic hormonal preparations, excl. Sex hormones and insulins";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"1274719,95";"38594";"36865";"J";"(J) Systeemisesti vaikuttavat infektiolääkkeet";"(J) Systemiskt verkande medel mot infektioner";"(J) Antiinfectives for systemic use";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"10791872,13";"17028";"16015";"L";"(L) Syöpälääkkeet ja immuunivasteen muuntajat";"(L) Tumörer och rubbningar i immunsystemet";"(L) Antineoplastic and immunomodulating agents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"1181460,85";"60344";"56654";"M";"(M) Tuki- ja liikuntaelinten sairauksien lääkkeet";"(M) Stöd- och rörelseapparaten";"(M) Musculo-skeletal system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"6519747,09";"288359";"197191";"N";"(N) Hermostoon vaikuttavat lääkkeet";"(N) Nervsystemet";"(N) Nervous system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"67326,90";"3314";"3305";"P";"(P) Loisten ja hyönteisten häätöön tarkoitetut valmisteet";"(P) Antiparasitära, insektsdödande och repellerande medel";"(P) Antiparasitic products, insecticides and repellents";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
"2023";"7";"3056944,87";"84070";"69563";"R";"(R) Hengityselinten sairauksien lääkkeet";"(R) Andningsorganen";"(R) Respiratory system";"99";"1";"Koko Suomi";"Whole Finland";"Hela Finland";"2023-03-01 07:43:08"
