"VUOSI";"VIIKKO";"VAR_KUSTANNUS";"VAR_N_OSTOT";"VAR_N_HENKILOT";"ATC_KOODI";"ATC_SELITE_FI";"ATC_SELITE_SV";"ATC_SELITE_EN";"ALUEKOODI";"ATC_TASO";"ALUENIMI_FI";"ALUENIMI_SV";"ALUENIMI_EN";"UPDATED"
"2026";"26";"282978,4000000";"6553";"2955";NA;"(NA) NA";"(NA) NA";"(NA) NA";"91";"0";"Ahvenanmaa";"Åland";"Åland";"2026-09-02 10:13:42.719297"
"2026";"27";"974033,2800000";"22654";"10932";NA;"(NA) NA";"(NA) NA";"(NA) NA";"1";"0";"Itä-Uusimaa";"Östra Nyland";"East Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"27";"1929488,6700000";"47180";"22152";NA;"(NA) NA";"(NA) NA";"(NA) NA";"2";"0";"Keski-Uusimaa";"Mellersta Nyland";"Central Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"27";"4444428,7400000";"97590";"47568";NA;"(NA) NA";"(NA) NA";"(NA) NA";"3";"0";"Länsi-Uusimaa";"Västra Nyland";"West Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"27";"2437946,4700000";"54519";"26348";NA;"(NA) NA";"(NA) NA";"(NA) NA";"4";"0";"Vantaa ja Kerava";"Vanda och Kervo";"Vantaa and Kerava";"2026-09-02 10:13:42.719297"
"2026";"27";"5413068,6400000";"124258";"58364";NA;"(NA) NA";"(NA) NA";"(NA) NA";"5";"0";"Varsinais-Suomi";"Egentliga Finland";"Southwest Finland";"2026-09-02 10:13:42.719297"
"2026";"27";"2374812,6800000";"62873";"27561";NA;"(NA) NA";"(NA) NA";"(NA) NA";"6";"0";"Satakunta";"Satakunta";"Satakunta";"2026-09-02 10:13:42.719297"
"2026";"27";"1945681,0900000";"47487";"21642";NA;"(NA) NA";"(NA) NA";"(NA) NA";"7";"0";"Kanta-Häme";"Egentliga Tavastland";"Kanta-Häme";"2026-09-02 10:13:42.719297"
"2026";"27";"5799939,7200000";"129260";"62400";NA;"(NA) NA";"(NA) NA";"(NA) NA";"8";"0";"Pirkanmaa";"Birkaland";"Pirkanmaa";"2026-09-02 10:13:42.719297"
"2026";"27";"2368107,3900000";"55495";"25895";NA;"(NA) NA";"(NA) NA";"(NA) NA";"9";"0";"Päijät-Häme";"Päijänne-Tavastland";"Päijät-Häme";"2026-09-02 10:13:42.719297"
"2026";"27";"1887987,7600000";"50575";"21949";NA;"(NA) NA";"(NA) NA";"(NA) NA";"10";"0";"Kymenlaakso";"Kymmenedalen";"Kymenlaakso";"2026-09-02 10:13:42.719297"
"2026";"27";"1310724,2900000";"31183";"15414";NA;"(NA) NA";"(NA) NA";"(NA) NA";"11";"0";"Etelä-Karjala";"Södra Karelen";"South Karelia";"2026-09-02 10:13:42.719297"
"2026";"27";"1645490,5300000";"41440";"18606";NA;"(NA) NA";"(NA) NA";"(NA) NA";"12";"0";"Etelä-Savo";"Södra Savolax";"South Savo";"2026-09-02 10:13:42.719297"
"2026";"27";"2997437,2600000";"82049";"35237";NA;"(NA) NA";"(NA) NA";"(NA) NA";"13";"0";"Pohjois-Savo";"Norra Savolax";"North Savo";"2026-09-02 10:13:42.719297"
"2026";"27";"1924430,7500000";"50044";"21409";NA;"(NA) NA";"(NA) NA";"(NA) NA";"14";"0";"Pohjois-Karjala";"Norra Karelen";"North Karelia";"2026-09-02 10:13:42.719297"
"2026";"27";"3003242,4800000";"73065";"33488";NA;"(NA) NA";"(NA) NA";"(NA) NA";"15";"0";"Keski-Suomi";"Mellersta Finland";"Central Finland";"2026-09-02 10:13:42.719297"
"2026";"27";"2062324,8700000";"52329";"23880";NA;"(NA) NA";"(NA) NA";"(NA) NA";"16";"0";"Etelä-Pohjanmaa";"Södra Österbotten";"South Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"27";"1725501,6700000";"37366";"18146";NA;"(NA) NA";"(NA) NA";"(NA) NA";"17";"0";"Pohjanmaa";"Österbotten";"Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"27";"646061,0900000";"17321";"7974";NA;"(NA) NA";"(NA) NA";"(NA) NA";"18";"0";"Keski-Pohjanmaa";"Mellersta Österbotten";"Central Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"27";"4152414,5600000";"106592";"47542";NA;"(NA) NA";"(NA) NA";"(NA) NA";"19";"0";"Pohjois-Pohjanmaa";"Norra Österbotten";"North Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"27";"747265,9000000";"21964";"9599";NA;"(NA) NA";"(NA) NA";"(NA) NA";"20";"0";"Kainuu";"Kajanaland";"Kainuu";"2026-09-02 10:13:42.719297"
"2026";"27";"1923279,2600000";"48883";"21664";NA;"(NA) NA";"(NA) NA";"(NA) NA";"21";"0";"Lappi";"Lappland";"Lapland";"2026-09-02 10:13:42.719297"
"2026";"27";"5347660,0200000";"131430";"64583";NA;"(NA) NA";"(NA) NA";"(NA) NA";"90";"0";"Helsinki";"Helsingfors";"Helsinki";"2026-09-02 10:13:42.719297"
"2026";"27";"220433,3600000";"5056";"2710";NA;"(NA) NA";"(NA) NA";"(NA) NA";"91";"0";"Ahvenanmaa";"Åland";"Åland";"2026-09-02 10:13:42.719297"
"2026";"28";"893912,6900000";"21891";"10341";NA;"(NA) NA";"(NA) NA";"(NA) NA";"1";"0";"Itä-Uusimaa";"Östra Nyland";"East Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"28";"1760145,4500000";"46095";"21544";NA;"(NA) NA";"(NA) NA";"(NA) NA";"2";"0";"Keski-Uusimaa";"Mellersta Nyland";"Central Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"28";"3835587,4100000";"91130";"45158";NA;"(NA) NA";"(NA) NA";"(NA) NA";"3";"0";"Länsi-Uusimaa";"Västra Nyland";"West Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"28";"2184565,6900000";"49815";"25128";NA;"(NA) NA";"(NA) NA";"(NA) NA";"4";"0";"Vantaa ja Kerava";"Vanda och Kervo";"Vantaa and Kerava";"2026-09-02 10:13:42.719297"
"2026";"28";"5156429,5000000";"113777";"55287";NA;"(NA) NA";"(NA) NA";"(NA) NA";"5";"0";"Varsinais-Suomi";"Egentliga Finland";"Southwest Finland";"2026-09-02 10:13:42.719297"
"2026";"28";"2265441,2000000";"55789";"25866";NA;"(NA) NA";"(NA) NA";"(NA) NA";"6";"0";"Satakunta";"Satakunta";"Satakunta";"2026-09-02 10:13:42.719297"
"2026";"28";"1942729,7300000";"44757";"20686";NA;"(NA) NA";"(NA) NA";"(NA) NA";"7";"0";"Kanta-Häme";"Egentliga Tavastland";"Kanta-Häme";"2026-09-02 10:13:42.719297"
"2026";"28";"5452879,7400000";"121776";"58581";NA;"(NA) NA";"(NA) NA";"(NA) NA";"8";"0";"Pirkanmaa";"Birkaland";"Pirkanmaa";"2026-09-02 10:13:42.719297"
"2026";"28";"2135803,0400000";"53514";"24608";NA;"(NA) NA";"(NA) NA";"(NA) NA";"9";"0";"Päijät-Häme";"Päijänne-Tavastland";"Päijät-Häme";"2026-09-02 10:13:42.719297"
"2026";"28";"1776359,7800000";"51689";"21424";NA;"(NA) NA";"(NA) NA";"(NA) NA";"10";"0";"Kymenlaakso";"Kymmenedalen";"Kymenlaakso";"2026-09-02 10:13:42.719297"
"2026";"28";"1290410,7200000";"29360";"14595";NA;"(NA) NA";"(NA) NA";"(NA) NA";"11";"0";"Etelä-Karjala";"Södra Karelen";"South Karelia";"2026-09-02 10:13:42.719297"
"2026";"28";"1447028,4300000";"39649";"17866";NA;"(NA) NA";"(NA) NA";"(NA) NA";"12";"0";"Etelä-Savo";"Södra Savolax";"South Savo";"2026-09-02 10:13:42.719297"
"2026";"28";"2745033,8400000";"75242";"33476";NA;"(NA) NA";"(NA) NA";"(NA) NA";"13";"0";"Pohjois-Savo";"Norra Savolax";"North Savo";"2026-09-02 10:13:42.719297"
"2026";"28";"1738230,8100000";"47132";"20320";NA;"(NA) NA";"(NA) NA";"(NA) NA";"14";"0";"Pohjois-Karjala";"Norra Karelen";"North Karelia";"2026-09-02 10:13:42.719297"
"2026";"28";"2804291,2000000";"63385";"31201";NA;"(NA) NA";"(NA) NA";"(NA) NA";"15";"0";"Keski-Suomi";"Mellersta Finland";"Central Finland";"2026-09-02 10:13:42.719297"
"2026";"28";"1981511,2600000";"46819";"22252";NA;"(NA) NA";"(NA) NA";"(NA) NA";"16";"0";"Etelä-Pohjanmaa";"Södra Österbotten";"South Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"28";"1680348,4100000";"33942";"16907";NA;"(NA) NA";"(NA) NA";"(NA) NA";"17";"0";"Pohjanmaa";"Österbotten";"Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"28";"605692,4500000";"17284";"7693";NA;"(NA) NA";"(NA) NA";"(NA) NA";"18";"0";"Keski-Pohjanmaa";"Mellersta Österbotten";"Central Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"28";"3969764,7200000";"107627";"46232";NA;"(NA) NA";"(NA) NA";"(NA) NA";"19";"0";"Pohjois-Pohjanmaa";"Norra Österbotten";"North Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"28";"747357,9800000";"18989";"8902";NA;"(NA) NA";"(NA) NA";"(NA) NA";"20";"0";"Kainuu";"Kajanaland";"Kainuu";"2026-09-02 10:13:42.719297"
"2026";"28";"1782063,1600000";"47362";"20669";NA;"(NA) NA";"(NA) NA";"(NA) NA";"21";"0";"Lappi";"Lappland";"Lapland";"2026-09-02 10:13:42.719297"
"2026";"28";"5142512,5900000";"127155";"61751";NA;"(NA) NA";"(NA) NA";"(NA) NA";"90";"0";"Helsinki";"Helsingfors";"Helsinki";"2026-09-02 10:13:42.719297"
"2026";"28";"282180,7900000";"5824";"2658";NA;"(NA) NA";"(NA) NA";"(NA) NA";"91";"0";"Ahvenanmaa";"Åland";"Åland";"2026-09-02 10:13:42.719297"
"2026";"29";"926329,2200000";"20049";"9916";NA;"(NA) NA";"(NA) NA";"(NA) NA";"1";"0";"Itä-Uusimaa";"Östra Nyland";"East Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"29";"1711922,0700000";"41577";"20129";NA;"(NA) NA";"(NA) NA";"(NA) NA";"2";"0";"Keski-Uusimaa";"Mellersta Nyland";"Central Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"29";"3653592,3600000";"86737";"42617";NA;"(NA) NA";"(NA) NA";"(NA) NA";"3";"0";"Länsi-Uusimaa";"Västra Nyland";"West Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"29";"1958969,2200000";"49578";"24119";NA;"(NA) NA";"(NA) NA";"(NA) NA";"4";"0";"Vantaa ja Kerava";"Vanda och Kervo";"Vantaa and Kerava";"2026-09-02 10:13:42.719297"
"2026";"29";"4752875,6900000";"111191";"52974";NA;"(NA) NA";"(NA) NA";"(NA) NA";"5";"0";"Varsinais-Suomi";"Egentliga Finland";"Southwest Finland";"2026-09-02 10:13:42.719297"
"2026";"29";"2067393,1700000";"56860";"24834";NA;"(NA) NA";"(NA) NA";"(NA) NA";"6";"0";"Satakunta";"Satakunta";"Satakunta";"2026-09-02 10:13:42.719297"
"2026";"29";"1728667,7100000";"41853";"19427";NA;"(NA) NA";"(NA) NA";"(NA) NA";"7";"0";"Kanta-Häme";"Egentliga Tavastland";"Kanta-Häme";"2026-09-02 10:13:42.719297"
"2026";"29";"5000611,3400000";"115023";"56586";NA;"(NA) NA";"(NA) NA";"(NA) NA";"8";"0";"Pirkanmaa";"Birkaland";"Pirkanmaa";"2026-09-02 10:13:42.719297"
"2026";"29";"2108471,1500000";"52843";"24101";NA;"(NA) NA";"(NA) NA";"(NA) NA";"9";"0";"Päijät-Häme";"Päijänne-Tavastland";"Päijät-Häme";"2026-09-02 10:13:42.719297"
"2026";"29";"1563470,2500000";"43547";"19577";NA;"(NA) NA";"(NA) NA";"(NA) NA";"10";"0";"Kymenlaakso";"Kymmenedalen";"Kymenlaakso";"2026-09-02 10:13:42.719297"
"2026";"29";"1194272,8400000";"27600";"14000";NA;"(NA) NA";"(NA) NA";"(NA) NA";"11";"0";"Etelä-Karjala";"Södra Karelen";"South Karelia";"2026-09-02 10:13:42.719297"
"2026";"29";"1408782,8200000";"36092";"16820";NA;"(NA) NA";"(NA) NA";"(NA) NA";"12";"0";"Etelä-Savo";"Södra Savolax";"South Savo";"2026-09-02 10:13:42.719297"
"2026";"29";"2568359,9700000";"74303";"32102";NA;"(NA) NA";"(NA) NA";"(NA) NA";"13";"0";"Pohjois-Savo";"Norra Savolax";"North Savo";"2026-09-02 10:13:42.719297"
"2026";"29";"1668165,1600000";"46656";"19858";NA;"(NA) NA";"(NA) NA";"(NA) NA";"14";"0";"Pohjois-Karjala";"Norra Karelen";"North Karelia";"2026-09-02 10:13:42.719297"
"2026";"29";"2775115,8000000";"67638";"30953";NA;"(NA) NA";"(NA) NA";"(NA) NA";"15";"0";"Keski-Suomi";"Mellersta Finland";"Central Finland";"2026-09-02 10:13:42.719297"
"2026";"29";"1789590,4800000";"47607";"21687";NA;"(NA) NA";"(NA) NA";"(NA) NA";"16";"0";"Etelä-Pohjanmaa";"Södra Österbotten";"South Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"29";"1555152,9700000";"34276";"16847";NA;"(NA) NA";"(NA) NA";"(NA) NA";"17";"0";"Pohjanmaa";"Österbotten";"Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"29";"589833,4700000";"16045";"7339";NA;"(NA) NA";"(NA) NA";"(NA) NA";"18";"0";"Keski-Pohjanmaa";"Mellersta Österbotten";"Central Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"29";"3565593,0400000";"94983";"43700";NA;"(NA) NA";"(NA) NA";"(NA) NA";"19";"0";"Pohjois-Pohjanmaa";"Norra Österbotten";"North Ostrobothnia";"2026-09-02 10:13:42.719297"
"2026";"29";"712634,1500000";"19782";"8790";NA;"(NA) NA";"(NA) NA";"(NA) NA";"20";"0";"Kainuu";"Kajanaland";"Kainuu";"2026-09-02 10:13:42.719297"
"2026";"29";"1754349,8200000";"42563";"19859";NA;"(NA) NA";"(NA) NA";"(NA) NA";"21";"0";"Lappi";"Lappland";"Lapland";"2026-09-02 10:13:42.719297"
"2026";"29";"5041944,5600000";"118937";"58773";NA;"(NA) NA";"(NA) NA";"(NA) NA";"90";"0";"Helsinki";"Helsingfors";"Helsinki";"2026-09-02 10:13:42.719297"
"2026";"29";"239181,6600000";"4602";"2430";NA;"(NA) NA";"(NA) NA";"(NA) NA";"91";"0";"Ahvenanmaa";"Åland";"Åland";"2026-09-02 10:13:42.719297"
"2026";"30";"852446,6000000";"20787";"9905";NA;"(NA) NA";"(NA) NA";"(NA) NA";"1";"0";"Itä-Uusimaa";"Östra Nyland";"East Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"30";"1723692,3100000";"43250";"20434";NA;"(NA) NA";"(NA) NA";"(NA) NA";"2";"0";"Keski-Uusimaa";"Mellersta Nyland";"Central Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"30";"3502689,0300000";"86024";"42567";NA;"(NA) NA";"(NA) NA";"(NA) NA";"3";"0";"Länsi-Uusimaa";"Västra Nyland";"West Uusimaa";"2026-09-02 10:13:42.719297"
"2026";"30";"1885506,6800000";"46969";"23428";NA;"(NA) NA";"(NA) NA";"(NA) NA";"4";"0";"Vantaa ja Kerava";"Vanda och Kervo";"Vantaa and Kerava";"2026-09-02 10:13:42.719297"
"2026";"30";"4849370,8800000";"108978";"53100";NA;"(NA) NA";"(NA) NA";"(NA) NA";"5";"0";"Varsinais-Suomi";"Egentliga Finland";"Southwest Finland";"2026-09-02 10:13:42.719297"
"2026";"30";"2060819,1500000";"53293";"24759";NA;"(NA) NA";"(NA) NA";"(NA) NA";"6";"0";"Satakunta";"Satakunta";"Satakunta";"2026-09-02 10:13:42.719297"
"2026";"30";"1862952,9100000";"40849";"19477";NA;"(NA) NA";"(NA) NA";"(NA) NA";"7";"0";"Kanta-Häme";"Egentliga Tavastland";"Kanta-Häme";"2026-09-02 10:13:42.719297"
"2026";"30";"5259590,9300000";"117932";"56769";NA;"(NA) NA";"(NA) NA";"(NA) NA";"8";"0";"Pirkanmaa";"Birkaland";"Pirkanmaa";"2026-09-02 10:13:42.719297"
"2026";"30";"1899552,5400000";"50974";"24014";NA;"(NA) NA";"(NA) NA";"(NA) NA";"9";"0";"Päijät-Häme";"Päijänne-Tavastland";"Päijät-Häme";"2026-09-02 10:13:42.719297"
"2026";"30";"1666611,3600000";"50287";"20608";NA;"(NA) NA";"(NA) NA";"(NA) NA";"10";"0";"Kymenlaakso";"Kymmenedalen";"Kymenlaakso";"2026-09-02 10:13:42.719297"
"2026";"30";"1226416,1600000";"28225";"13953";NA;"(NA) NA";"(NA) NA";"(NA) NA";"11";"0";"Etelä-Karjala";"Södra Karelen";"South Karelia";"2026-09-02 10:13:42.719297"
"2026";"30";"1372642,6600000";"36523";"17206";NA;"(NA) NA";"(NA) NA";"(NA) NA";"12";"0";"Etelä-Savo";"Södra Savolax";"South Savo";"2026-09-02 10:13:42.719297"
"2026";"30";"2776064,7300000";"72261";"32145";NA;"(NA) NA";"(NA) NA";"(NA) NA";"13";"0";"Pohjois-Savo";"Norra Savolax";"North Savo";"2026-09-02 10:13:42.719297"
"2026";"30";"1692270,8500000";"46390";"19941";NA;"(NA) NA";"(NA) NA";"(NA) NA";"14";"0";"Pohjois-Karjala";"Norra Karelen";"North Karelia";"2026-09-02 10:13:42.719297"
"2026";"30";"2597989,5000000";"61358";"30120";NA;"(NA) NA";"(NA) NA";"(NA) NA";"15";"0";"Keski-Suomi";"Mellersta Finland";"Central Finland";"2026-09-02 10:13:42.719297"
